date,region_id,account_id,value
2024-01-01,APAC,REV,665364.6383155113
2024-01-01,APAC,COGS,-299058.79544482124
2024-01-01,APAC,PAYROLL,-69239.58333333333
2024-01-01,APAC,MARKETING,-17920.833333333332
2024-01-01,APAC,IT,-8960.416666666666
2024-01-01,APAC,TRAVEL,-6109.375
2024-01-01,EU,REV,784210.3002174064
2024-01-01,EU,COGS,-352475.88202490116
2024-01-01,EU,PAYROLL,-69239.58333333333
2024-01-01,EU,MARKETING,-17920.833333333332
2024-01-01,EU,IT,-8960.416666666666
2024-01-01,EU,TRAVEL,-6109.375
2024-01-01,NA,REV,859442.3528041682
2024-01-01,NA,COGS,-386290.1332336793
2024-01-01,NA,PAYROLL,-69239.58333333333
2024-01-01,NA,MARKETING,-17920.833333333332
2024-01-01,NA,IT,-8960.416666666666
2024-01-01,NA,TRAVEL,-6109.375
2024-01-01,OTHER,REV,553723.6960808982
2024-01-01,OTHER,COGS,-248879.98553461337
2024-01-01,OTHER,PAYROLL,-69239.58333333333
2024-01-01,OTHER,MARKETING,-17920.833333333332
2024-01-01,OTHER,IT,-8960.416666666666
2024-01-01,OTHER,TRAVEL,-6109.375
2024-02-01,APAC,REV,799967.8689838799
2024-02-01,APAC,COGS,-359558.3737340652
2024-02-01,APAC,PAYROLL,-69239.58333333333
2024-02-01,APAC,MARKETING,-17920.833333333332
2024-02-01,APAC,IT,-8960.416666666666
2024-02-01,APAC,TRAVEL,-6109.375
2024-02-01,EU,REV,834134.7100509622
2024-02-01,EU,COGS,-374915.20778455626
2024-02-01,EU,PAYROLL,-69239.58333333333
2024-02-01,EU,MARKETING,-17920.833333333332
2024-02-01,EU,IT,-8960.416666666666
2024-02-01,EU,TRAVEL,-6109.375
2024-02-01,NA,REV,1035917.8433471699
2024-02-01,NA,COGS,-465609.86949278857
2024-02-01,NA,PAYROLL,-69239.58333333333
2024-02-01,NA,MARKETING,-17920.833333333332
2024-02-01,NA,IT,-8960.416666666666
2024-02-01,NA,TRAVEL,-6109.375
2024-02-01,OTHER,REV,911596.1115612639
2024-02-01,OTHER,COGS,-409731.4755798904
2024-02-01,OTHER,PAYROLL,-69239.58333333333
2024-02-01,OTHER,MARKETING,-17920.833333333332
2024-02-01,OTHER,IT,-8960.416666666666
2024-02-01,OTHER,TRAVEL,-6109.375
2024-03-01,APAC,REV,671603.6391952198
2024-03-01,APAC,COGS,-301863.01433536597
2024-03-01,APAC,PAYROLL,-69239.58333333333
2024-03-01,APAC,MARKETING,-17920.833333333332
2024-03-01,APAC,IT,-8960.416666666666
2024-03-01,APAC,TRAVEL,-6109.375
2024-03-01,EU,REV,726816.3361013633
2024-03-01,EU,COGS,-326679.24543507386
2024-03-01,EU,PAYROLL,-69239.58333333333
2024-03-01,EU,MARKETING,-17920.833333333332
2024-03-01,EU,IT,-8960.416666666666
2024-03-01,EU,TRAVEL,-6109.375
2024-03-01,NA,REV,971036.6583850973
2024-03-01,NA,COGS,-436447.9815527968
2024-03-01,NA,PAYROLL,-69239.58333333333
2024-03-01,NA,MARKETING,-17920.833333333332
2024-03-01,NA,IT,-8960.416666666666
2024-03-01,NA,TRAVEL,-6109.375
2024-03-01,OTHER,REV,671960.2485556246
2024-03-01,OTHER,COGS,-302023.2981250741
2024-03-01,OTHER,PAYROLL,-69239.58333333333
2024-03-01,OTHER,MARKETING,-17920.833333333332
2024-03-01,OTHER,IT,-8960.416666666666
2024-03-01,OTHER,TRAVEL,-6109.375
2024-04-01,APAC,REV,844966.4419317238
2024-04-01,APAC,COGS,-379783.7031963995
2024-04-01,APAC,PAYROLL,-69239.58333333333
2024-04-01,APAC,MARKETING,-17920.833333333332
2024-04-01,APAC,IT,-8960.416666666666
2024-04-01,APAC,TRAVEL,-6109.375
2024-04-01,EU,REV,788187.9292202529
2024-04-01,EU,COGS,-354263.6910995302
2024-04-01,EU,PAYROLL,-69239.58333333333
2024-04-01,EU,MARKETING,-17920.833333333332
2024-04-01,EU,IT,-8960.416666666666
2024-04-01,EU,TRAVEL,-6109.375
2024-04-01,NA,REV,981730.760051599
2024-04-01,NA,COGS,-441254.61686008517
2024-04-01,NA,PAYROLL,-69239.58333333333
2024-04-01,NA,MARKETING,-17920.833333333332
2024-04-01,NA,IT,-8960.416666666666
2024-04-01,NA,TRAVEL,-6109.375
2024-04-01,OTHER,REV,944922.6757463443
2024-04-01,OTHER,COGS,-424710.6337250194
2024-04-01,OTHER,PAYROLL,-69239.58333333333
2024-04-01,OTHER,MARKETING,-17920.833333333332
2024-04-01,OTHER,IT,-8960.416666666666
2024-04-01,OTHER,TRAVEL,-6109.375
2024-05-01,APAC,REV,1257098.7978026723
2024-05-01,APAC,COGS,-565023.1926628612
2024-05-01,APAC,PAYROLL,-69239.58333333333
2024-05-01,APAC,MARKETING,-17920.833333333332
2024-05-01,APAC,IT,-8960.416666666666
2024-05-01,APAC,TRAVEL,-6109.375
2024-05-01,EU,REV,1011678.5069934151
2024-05-01,EU,COGS,-454715.11146854504
2024-05-01,EU,PAYROLL,-69239.58333333333
2024-05-01,EU,MARKETING,-17920.833333333332
2024-05-01,EU,IT,-8960.416666666666
2024-05-01,EU,TRAVEL,-6109.375
2024-05-01,NA,REV,1041507.9663146654
2024-05-01,NA,COGS,-468122.4398110431
2024-05-01,NA,PAYROLL,-69239.58333333333
2024-05-01,NA,MARKETING,-17920.833333333332
2024-05-01,NA,IT,-8960.416666666666
2024-05-01,NA,TRAVEL,-6109.375
2024-05-01,OTHER,REV,781734.7707788053
2024-05-01,OTHER,COGS,-351363.2156621824
2024-05-01,OTHER,PAYROLL,-69239.58333333333
2024-05-01,OTHER,MARKETING,-17920.833333333332
2024-05-01,OTHER,IT,-8960.416666666666
2024-05-01,OTHER,TRAVEL,-6109.375
2024-06-01,APAC,REV,645196.2186472618
2024-06-01,APAC,COGS,-289993.77613859205
2024-06-01,APAC,PAYROLL,-69239.58333333333
2024-06-01,APAC,MARKETING,-17920.833333333332
2024-06-01,APAC,IT,-8960.416666666666
2024-06-01,APAC,TRAVEL,-6109.375
2024-06-01,EU,REV,748589.6095609975
2024-06-01,EU,COGS,-336465.5919866639
2024-06-01,EU,PAYROLL,-69239.58333333333
2024-06-01,EU,MARKETING,-17920.833333333332
2024-06-01,EU,IT,-8960.416666666666
