date,region_id,account_id,value
2024-01-01,APAC,REV,658904.7874580792
2024-01-01,APAC,COGS,-300576.8603963178
2024-01-01,APAC,PAYROLL,-69770.83333333333
2024-01-01,APAC,MARKETING,-18058.333333333332
2024-01-01,APAC,IT,-9029.166666666666
2024-01-01,APAC,TRAVEL,-6156.25
2024-01-01,EU,REV,776596.6079822859
2024-01-01,EU,COGS,-354265.0997001545
2024-01-01,EU,PAYROLL,-69770.83333333333
2024-01-01,EU,MARKETING,-18058.333333333332
2024-01-01,EU,IT,-9029.166666666666
2024-01-01,EU,TRAVEL,-6156.25
2024-01-01,NA,REV,851098.2522915064
2024-01-01,NA,COGS,-388250.99685415486
2024-01-01,NA,PAYROLL,-69770.83333333333
2024-01-01,NA,MARKETING,-18058.333333333332
2024-01-01,NA,IT,-9029.166666666666
2024-01-01,NA,TRAVEL,-6156.25
2024-01-01,OTHER,REV,548347.7378665204
2024-01-01,OTHER,COGS,-250143.3357149921
2024-01-01,OTHER,PAYROLL,-69770.83333333333
2024-01-01,OTHER,MARKETING,-18058.333333333332
2024-01-01,OTHER,IT,-9029.166666666666
2024-01-01,OTHER,TRAVEL,-6156.25
2024-02-01,APAC,REV,792201.1906442307
2024-02-01,APAC,COGS,-361383.5431438829
2024-02-01,APAC,PAYROLL,-69770.83333333333
2024-02-01,APAC,MARKETING,-18058.333333333332
2024-02-01,APAC,IT,-9029.166666666666
2024-02-01,APAC,TRAVEL,-6156.25
2024-02-01,EU,REV,826036.314807749
2024-02-01,EU,COGS,-376818.3306667113
2024-02-01,EU,PAYROLL,-69770.83333333333
2024-02-01,EU,MARKETING,-18058.333333333332
2024-02-01,EU,IT,-9029.166666666666
2024-02-01,EU,TRAVEL,-6156.25
2024-02-01,NA,REV,1025860.3885573915
2024-02-01,NA,COGS,-467973.37136838655
2024-02-01,NA,PAYROLL,-69770.83333333333
2024-02-01,NA,MARKETING,-18058.333333333332
2024-02-01,NA,IT,-9029.166666666666
2024-02-01,NA,TRAVEL,-6156.25
2024-02-01,OTHER,REV,902745.6638762031
2024-02-01,OTHER,COGS,-411811.3307858797
2024-02-01,OTHER,PAYROLL,-69770.83333333333
2024-02-01,OTHER,MARKETING,-18058.333333333332
2024-02-01,OTHER,IT,-9029.166666666666
2024-02-01,OTHER,TRAVEL,-6156.25
2024-03-01,APAC,REV,665083.2155137128
2024-03-01,APAC,COGS,-303395.3139005201
2024-03-01,APAC,PAYROLL,-69770.83333333333
2024-03-01,APAC,MARKETING,-18058.333333333332
2024-03-01,APAC,IT,-9029.166666666666
2024-03-01,APAC,TRAVEL,-6156.25
2024-03-01,EU,REV,719759.8668188257
2024-03-01,EU,COGS,-328337.5157164702
2024-03-01,EU,PAYROLL,-69770.83333333333
2024-03-01,EU,MARKETING,-18058.333333333332
2024-03-01,EU,IT,-9029.166666666666
2024-03-01,EU,TRAVEL,-6156.25
2024-03-01,NA,REV,961609.1180124264
2024-03-01,NA,COGS,-438663.45354037447
2024-03-01,NA,PAYROLL,-69770.83333333333
2024-03-01,NA,MARKETING,-18058.333333333332
2024-03-01,NA,IT,-9029.166666666666
2024-03-01,NA,TRAVEL,-6156.25
2024-03-01,OTHER,REV,665436.3626473176
2024-03-01,OTHER,COGS,-303556.41131352633
2024-03-01,OTHER,PAYROLL,-69770.83333333333
2024-03-01,OTHER,MARKETING,-18058.333333333332
2024-03-01,OTHER,IT,-9029.166666666666
2024-03-01,OTHER,TRAVEL,-6156.25
2024-04-01,APAC,REV,836762.8842430664
2024-04-01,APAC,COGS,-381711.53925323405
2024-04-01,APAC,PAYROLL,-69770.83333333333
2024-04-01,APAC,MARKETING,-18058.333333333332
2024-04-01,APAC,IT,-9029.166666666666
2024-04-01,APAC,TRAVEL,-6156.25
2024-04-01,EU,REV,780535.6192278233
2024-04-01,EU,COGS,-356061.9839477511
2024-04-01,EU,PAYROLL,-69770.83333333333
2024-04-01,EU,MARKETING,-18058.333333333332
2024-04-01,EU,IT,-9029.166666666666
2024-04-01,EU,TRAVEL,-6156.25
2024-04-01,NA,REV,972199.3934491563
2024-04-01,NA,COGS,-443494.48801165924
2024-04-01,NA,PAYROLL,-69770.83333333333
2024-04-01,NA,MARKETING,-18058.333333333332
2024-04-01,NA,IT,-9029.166666666666
2024-04-01,NA,TRAVEL,-6156.25
2024-04-01,OTHER,REV,935748.6691857001
2024-04-01,OTHER,COGS,-426866.5252667708
2024-04-01,OTHER,PAYROLL,-69770.83333333333
2024-04-01,OTHER,MARKETING,-18058.333333333332
2024-04-01,OTHER,IT,-9029.166666666666
2024-04-01,OTHER,TRAVEL,-6156.25
2024-05-01,APAC,REV,1244893.955105559
2024-05-01,APAC,COGS,-567891.3306966829
2024-05-01,APAC,PAYROLL,-69770.83333333333
2024-05-01,APAC,MARKETING,-18058.333333333332
2024-05-01,APAC,IT,-9029.166666666666
2024-05-01,APAC,TRAVEL,-6156.25
2024-05-01,EU,REV,1001856.3855662944
2024-05-01,EU,COGS,-457023.31000391836
2024-05-01,EU,PAYROLL,-69770.83333333333
2024-05-01,EU,MARKETING,-18058.333333333332
2024-05-01,EU,IT,-9029.166666666666
2024-05-01,EU,TRAVEL,-6156.25
2024-05-01,NA,REV,1031396.2384863676
2024-05-01,NA,COGS,-470498.69585069304
2024-05-01,NA,PAYROLL,-69770.83333333333
2024-05-01,NA,MARKETING,-18058.333333333332
2024-05-01,NA,IT,-9029.166666666666
2024-05-01,NA,TRAVEL,-6156.25
2024-05-01,OTHER,REV,774145.112810079
2024-05-01,OTHER,COGS,-353146.78528483305
2024-05-01,OTHER,PAYROLL,-69770.83333333333
2024-05-01,OTHER,MARKETING,-18058.333333333332
2024-05-01,OTHER,IT,-9029.166666666666
2024-05-01,OTHER,TRAVEL,-6156.25
2024-06-01,APAC,REV,638932.1776895213
2024-06-01,APAC,COGS,-291465.82576366107
2024-06-01,APAC,PAYROLL,-69770.83333333333
2024-06-01,APAC,MARKETING,-18058.333333333332
2024-06-01,APAC,IT,-9029.166666666666
2024-06-01,APAC,TRAVEL,-6156.25
2024-06-01,EU,REV,741321.7492739975
2024-06-01,EU,COGS,-338173.53915410885
2024-06-01,EU,PAYROLL,-69770.83333333333
2024-06-01,EU,MARKETING,-18058.333333333332
2024-06-01,EU,IT,-9029.166666666666
2024-06-01,EU,TRAVEL,-6156.25
2024-06-01,NA,REV,832270.2505334062
2024-06-01,NA,COGS,-379662.1054639155
2024-06-01,NA,PAYROLL,-69770.83333333333
2024-06-01,NA,MARKETING,-18058.333333333332
2024-06-01,NA,IT,-9029.166666666666
2024-06-01,NA,TRAVEL,-6156.25
2024-06-01,OTHER,REV,865572.0630278398
2024-06-01,OTHER,COGS,-394853.60875181743
2024-06-01,OTHER,PAYROLL,-69770.83333333333
2024-06-01,OTHER,MARKETING,-18058.333333333332
2024-06-01,OTHER,IT,-9029.166666666666
2024-06-01,OTHER,TRAVEL,-6156.25
2024-07-01,APAC,REV,882175.298270893
2024-07-01,APAC,COGS,-402427.61400533974
2024-07-01,APAC,PAYROLL,-69770.83333333333
2024-07-01,APAC,MARKETING,-18058.333333333332
2024-07-01,APAC,IT,-9029.166666666666
2024-07-01,APAC,TRAVEL,-6156.25
2024-07-01,EU,REV,669445.990396382
2024-07-01,EU,COGS,-305385.5091484672
2024-07-01,EU,PAYROLL,-69770.83333333333
2024-07-01,EU,MARKETING,-18058.333333333332
2024-07-01,EU,IT,-9029.166666666666
2024-07-01,EU,TRAVEL,-6156.25
2024-07-01,NA,REV,821558.9837460694
2024-07-01,NA,COGS,-374775.8775853393
2024-07-01,NA,PAYROLL,-69770.83333333333
2024-07-01,NA,MARKETING,-18058.333333333332
2024-07-01,NA,IT,-9029.166666666666
2024-07-01,NA,TRAVEL,-6156.25
2024-07-01,OTHER,REV,761540.5812118487
2024-07-01,OTHER,COGS,-347396.8945469345
2024-07-01,OTHER,PAYROLL,-69770.83333333333
2024-07-01,OTHER,MARKETING,-18058.333333333332
