date,product_id,region_id,volume,price,discount,revenue
2024-01-01,P01,NA,1589.8198649869428,99.05459361490152,0.0859845659557213,143938.2005687734
2024-01-01,P01,EU,1579.3002336288878,97.66595579997531,0.0558912488426474,145622.9844700206
2024-01-01,P01,APAC,612.5882400202748,102.10077034364349,0.025453591536153022,60953.71771498952
2024-01-01,P01,OTHER,910.5491484875571,98.51462511075802,0.031078842912230904,86914.56096083681
2024-01-01,P02,NA,1438.8634237769,120.69802863406412,0.060437042910468856,163171.9996412433
2024-01-01,P02,EU,1241.241734165689,116.92950752213441,0.06358551269912632,135909.12424026334
2024-01-01,P02,APAC,599.2858477868978,122.50533373774373,0.06713742118299018,68486.77115658077
2024-01-01,P02,OTHER,589.1730794462309,118.08074540175076,0.041468481171889504,66685.03430616006
2024-01-01,P03,NA,1151.6836690749367,203.175754734072,0.05555554605802453,220994.52319717233
2024-01-01,P03,EU,1639.7271753424445,201.56756923725098,0.07676253135788762,305144.5898763918
2024-01-01,P03,APAC,1330.6800287017577,202.07204716637997,0.040209237599362714,258081.24544674996
2024-01-01,P03,OTHER,1133.4547313613339,195.9352945234484,0.05169285479640629,210603.64168398426
2024-01-01,P04,NA,1061.541182586806,307.9948517309073,0.0631409713489069,306305.3278589938
2024-01-01,P04,EU,639.9247424759783,287.43987791471733,0.05027384181853338,174692.52492536916
2024-01-01,P04,APAC,880.1817329196299,313.2594743518491,0.06260549042945772,258463.35142489453
2024-01-01,P04,OTHER,620.8883845388295,291.1129217518723,0.04069766475535256,173392.58448678404
2024-02-01,P01,NA,1432.3704343241118,97.94653330193903,0.0767697840747269,129525.246434513
2024-02-01,P01,EU,1001.802794406857,100.96237741526465,0.05686724204683819,95392.5892130037
2024-02-01,P01,APAC,832.0394878821763,101.1151805037052,0.050900330393184395,79849.48541596187
2024-02-01,P01,OTHER,1023.2746721817967,100.4314697943053,0.0915818251282087,93357.20863685309
2024-02-01,P02,NA,1712.0769975051783,120.85747841880763,0.0861200348341365,189097.58293763056
2024-02-01,P02,EU,1525.2052942977123,123.31886613017969,0.06857512876923227,175188.52555037724
2024-02-01,P02,APAC,1546.4767330009606,116.32659290483849,0.032636816015086695,174025.12464813367
2024-02-01,P02,OTHER,756.9115711897791,119.4614423601522,0.052336253577280244,85689.41249944203
2024-02-01,P03,NA,1241.999008929884,195.52636490522087,0.07286653589378089,225148.38307495796
2024-02-01,P03,EU,1833.3457456851347,199.18278550737745,0.06675149097597867,340795.209558327
2024-02-01,P03,APAC,835.008771036045,203.2196939663843,0.018996557979379547,166466.6966751772
2024-02-01,P03,OTHER,1143.6148780580218,193.90593469788186,0.042436952661424984,212343.16009136665
2024-02-01,P04,NA,1695.497374213669,290.0520546169533,0.060612629851888346,461974.2665307333
2024-02-01,P04,EU,707.4609344378973,296.3687292499982,0.05344653811276078,198463.19999961462
2024-02-01,P04,APAC,1218.6824646871212,310.0304858058206,0.05690988641500199,356326.5272256593
2024-02-01,P04,OTHER,1746.5626099737106,301.81872593453414,0.06353146716907422,493654.98727841984
