date,region_id,account_id,value
2024-01-01,APAC,REV,645985.0857432148
2024-01-01,APAC,COGS,-303612.99029931094
2024-01-01,APAC,PAYROLL,-70833.33333333333
2024-01-01,APAC,MARKETING,-18333.333333333332
2024-01-01,APAC,IT,-9166.666666666666
2024-01-01,APAC,TRAVEL,-6250.0
2024-01-01,EU,REV,761369.223512045
2024-01-01,EU,COGS,-357843.5350506611
2024-01-01,EU,PAYROLL,-70833.33333333333
2024-01-01,EU,MARKETING,-18333.333333333332
2024-01-01,EU,IT,-9166.666666666666
2024-01-01,EU,TRAVEL,-6250.0
2024-01-01,NA,REV,834410.0512661828
2024-01-01,NA,COGS,-392172.7240951059
2024-01-01,NA,PAYROLL,-70833.33333333333
2024-01-01,NA,MARKETING,-18333.333333333332
2024-01-01,NA,IT,-9166.666666666666
2024-01-01,NA,TRAVEL,-6250.0
2024-01-01,OTHER,REV,537595.8214377651
2024-01-01,OTHER,COGS,-252670.0360757496
2024-01-01,OTHER,PAYROLL,-70833.33333333333
2024-01-01,OTHER,MARKETING,-18333.333333333332
2024-01-01,OTHER,IT,-9166.666666666666
2024-01-01,OTHER,TRAVEL,-6250.0
2024-02-01,APAC,REV,776667.833964932
2024-02-01,APAC,COGS,-365033.88196351804
2024-02-01,APAC,PAYROLL,-70833.33333333333
2024-02-01,APAC,MARKETING,-18333.333333333332
2024-02-01,APAC,IT,-9166.666666666666
2024-02-01,APAC,TRAVEL,-6250.0
2024-02-01,EU,REV,809839.5243213226
2024-02-01,EU,COGS,-380624.57643102156
2024-02-01,EU,PAYROLL,-70833.33333333333
2024-02-01,EU,MARKETING,-18333.333333333332
2024-02-01,EU,IT,-9166.666666666666
2024-02-01,EU,TRAVEL,-6250.0
2024-02-01,NA,REV,1005745.4789778348
2024-02-01,NA,COGS,-472700.37511958234
2024-02-01,NA,PAYROLL,-70833.33333333333
2024-02-01,NA,MARKETING,-18333.333333333332
2024-02-01,NA,IT,-9166.666666666666
2024-02-01,NA,TRAVEL,-6250.0
2024-02-01,OTHER,REV,885044.7685060815
2024-02-01,OTHER,COGS,-415971.0411978583
2024-02-01,OTHER,PAYROLL,-70833.33333333333
2024-02-01,OTHER,MARKETING,-18333.333333333332
2024-02-01,OTHER,IT,-9166.666666666666
2024-02-01,OTHER,TRAVEL,-6250.0
2024-03-01,APAC,REV,652042.3681506988
2024-03-01,APAC,COGS,-306459.9130308284
2024-03-01,APAC,PAYROLL,-70833.33333333333
2024-03-01,APAC,MARKETING,-18333.333333333332
2024-03-01,APAC,IT,-9166.666666666666
2024-03-01,APAC,TRAVEL,-6250.0
2024-03-01,EU,REV,705646.9282537507
2024-03-01,EU,COGS,-331654.0562792628
2024-03-01,EU,PAYROLL,-70833.33333333333
2024-03-01,EU,MARKETING,-18333.333333333332
2024-03-01,EU,IT,-9166.666666666666
2024-03-01,EU,TRAVEL,-6250.0
2024-03-01,NA,REV,942754.0372670847
2024-03-01,NA,COGS,-443094.39751552977
2024-03-01,NA,PAYROLL,-70833.33333333333
2024-03-01,NA,MARKETING,-18333.333333333332
2024-03-01,NA,IT,-9166.666666666666
