date,region_id,revenue,cogs,gross profit,payroll,marketing,it,travel,opex,ebitda,ebitda margin,version
2024-01-01,APAC,645985.0857432148,-303612.9902993109,949598.0760425257,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,845014.7427091924,1.3081025574096516,actual
2024-01-01,EU,761369.223512045,-357843.53505066107,1119212.758562706,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1014629.4252293727,1.332637823931323,actual
2024-01-01,OTHER,537595.821437765,-252670.0360757496,790265.8575135146,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,685682.5241801813,1.2754610375251207,actual
2024-02-01,APAC,776667.833964932,-365033.8819635181,1141701.7159284502,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1037118.382595117,1.3353435500226276,actual
2024-02-01,EU,809839.5243213227,-380624.57643102156,1190464.1007523444,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1085880.767419011,1.3408591885275318,actual
2024-02-01,OTHER,885044.7685060815,-415971.0411978583,1301015.8097039398,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1196432.4763706066,1.351832719592405,actual
2024-03-01,APAC,652042.3681506988,-306459.9130308284,958502.2811815273,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,853918.947848194,1.3096065371795562,actual
2024-03-01,EU,705646.9282537507,-331654.0562792628,1037300.9845330135,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,932717.6511996803,1.3217908473120639,actual
2024-03-01,OTHER,652388.5908307035,-306622.63769043057,959011.228521134,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,854427.8951878008,1.30969165800376,actual
2024-04-01,APAC,820355.7688657512,-385567.21136690315,1205922.9802326544,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1101339.6468993211,1.3425146609526093,actual
2024-04-01,EU,765230.9992429641,-359658.56964419305,1124889.5688871571,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1020306.2355538239,1.3333310288830476,actual
2024-04-01,OTHER,917400.656064412,-431178.3083502735,1348578.9644146855,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1243995.6310813522,1.3560003722016192,actual
2024-05-01,APAC,1220484.2697113322,-573627.6067643261,1794111.8764756583,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1689528.543142325,1.3843099702890318,actual
2024-05-01,EU,982212.1427120535,-461639.707074665,1443851.8497867184,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1339268.5164533851,1.3635226629915598,actual
2024-05-01,OTHER,758965.7968726264,-356713.92453013436,1115679.7214027608,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1011096.3880694276,1.332202837381768,actual
2024-06-01,APAC,626404.0957740407,-294409.92501379905,920814.0207878398,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,816230.6874545065,1.3030417472700258,actual
2024-06-01,EU,726786.0286999977,-341589.43348899885,1068375.4621889966,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,963792.1288556634,1.3261016183533392,actual
2024-06-01,OTHER,848600.0617919997,-398842.02904223977,1247442.0908342395,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1142858.7575009062,1.3467578061301535,actual
2024-07-01,APAC,864877.7434028364,-406492.53939933307,1271370.2828021694,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1166786.9494688362,1.3490773214699072,actual
2024-07-01,EU,656319.5984278255,-308470.211261078,964789.8096889035,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,860206.4763555701,1.3106518202658333,actual
2024-07-01,OTHER,746608.4129527928,-350905.9540878126,1097514.3670406055,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,992931.0337072723,1.3299221070658551,actual
2024-08-01,APAC,905345.9824560295,-425512.611754334,1330858.5942103635,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1226275.2608770302,1.3544824681834686,actual
2024-08-01,EU,725229.9011808031,-340858.05355497746,1066087.9547357806,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,961504.6214024473,1.325792855254516,actual
2024-08-01,OTHER,864070.2031647351,-406112.9954874255,1270183.1986521606,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1165599.8653188273,1.3489643099018027,actual
2024-09-01,APAC,851151.9839037191,-400041.432434748,1251193.416338467,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1146610.0830051338,1.3471273106200459,actual
2024-09-01,EU,994745.049046068,-467530.17305165186,1462275.2220977198,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1357691.8887643865,1.3648641831053838,actual
2024-09-01,OTHER,503185.72591120284,-236497.29117826532,739683.0170894682,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,635099.6837561349,1.2621575912274803,actual
2024-10-01,APAC,410410.69046861294,-192893.0245202481,603303.714988861,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,498720.3816555277,1.215173954377459,actual
2024-10-01,EU,824207.7789319896,-387377.6560980351,1211585.4350300247,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1107002.1016966915,1.3431104752871266,actual
2024-10-01,OTHER,572695.690349206,-269166.97446412675,841862.6648133327,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,737279.3314799995,1.287384109753711,actual
2024-11-01,APAC,665088.334415458,-312591.51717526524,977679.8515907233,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,873096.51825739,1.3127527173134814,actual
2024-11-01,EU,697294.8761234118,-327728.59177800355,1025023.4679014154,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,920440.1345680822,1.3200156290911518,actual
2024-11-01,OTHER,555722.402372027,-261189.5291148527,816911.9314868797,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,712328.5981535465,1.281806519069713,actual
