date,region_id,revenue,cogs,gross profit,payroll,marketing,it,travel,opex,ebitda,ebitda margin,version
2024-01-01,APAC,658904.7874580792,-300576.8603963178,959481.647854397,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,856467.0645210636,1.2998343324004968,forecast_v2
2024-01-01,EU,776596.6079822859,-354265.0997001545,1130861.7076824405,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1027847.1243491073,1.3235277025219152,forecast_v2
2024-01-01,OTHER,548347.7378665204,-250143.3357149921,798491.0735815126,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,695476.4902481793,1.2683128646688666,forecast_v2
2024-02-01,APAC,792201.1906442306,-361383.5431438829,1153584.7337881136,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1050570.1504547803,1.3261405850708707,forecast_v2
2024-02-01,EU,826036.3148077491,-376818.3306667113,1202854.6454744604,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1099840.0621411272,1.3314669614702144,forecast_v2
2024-02-01,OTHER,902745.6638762031,-411811.3307858797,1314556.9946620828,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1211542.4113287495,1.3420639498024693,forecast_v2
2024-03-01,APAC,665083.2155137128,-303395.3139005201,968478.5294142329,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,865463.9460808996,1.3012867050214338,forecast_v2
2024-03-01,EU,719759.8668188256,-328337.5157164702,1048097.3825352958,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,945082.7992019625,1.3130529260807675,forecast_v2
2024-03-01,OTHER,665436.3626473176,-303556.4113135264,968992.7739608439,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,865978.1906275107,1.301368905033043,forecast_v2
2024-04-01,APAC,836762.8842430664,-381711.53925323405,1218474.4234963004,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1115459.840162967,1.333065628468941,forecast_v2
2024-04-01,EU,780535.6192278233,-356061.9839477511,1136597.6031755744,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1033583.0198422412,1.3241971210292174,forecast_v2
2024-04-01,OTHER,935748.6691857,-426866.5252667708,1362615.1944524709,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1259600.6111191376,1.3460885947241128,forecast_v2
2024-05-01,APAC,1244893.955105559,-567891.3306966829,1812785.2858022419,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1709770.7024689086,1.373426785034016,forecast_v2
2024-05-01,EU,1001856.3855662944,-457023.3100039184,1458879.6955702128,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1355865.1122368795,1.3533527676928299,forecast_v2
2024-05-01,OTHER,774145.112810079,-353146.78528483305,1127291.898094912,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1024277.3147615788,1.3231076419814132,forecast_v2
2024-06-01,APAC,638932.1776895213,-291465.82576366107,930398.0034531824,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,827383.420119849,1.29494717751076,forecast_v2
2024-06-01,EU,741321.7492739975,-338173.53915410885,1079495.2884281063,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,976480.7050947731,1.3172157785078815,forecast_v2
2024-06-01,OTHER,865572.0630278399,-394853.60875181743,1260425.6717796572,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1157411.088446324,1.337163175527648,forecast_v2
2024-07-01,APAC,882175.2982708929,-402427.6140053397,1284602.9122762326,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1181588.3289428994,1.3394030996547632,forecast_v2
2024-07-01,EU,669445.990396382,-305385.5091484672,974831.4995448493,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,871816.9162115159,1.302296120550829,forecast_v2
2024-07-01,OTHER,761540.5812118488,-347396.8945469345,1108937.4757587833,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1005922.89242545,1.3209051720194775,forecast_v2
2024-08-01,APAC,923452.9021051505,-421257.4856367906,1344710.387741941,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1241695.8044086078,1.3446227756477611,forecast_v2
2024-08-01,EU,739734.4992044193,-337449.4730194277,1077183.972223847,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,974169.3888905137,1.3169176102212725,forecast_v2
2024-08-01,OTHER,881351.6072280299,-402051.8655325512,1283403.472760581,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1180388.8894272477,1.3392939659345837,forecast_v2
2024-09-01,APAC,868175.0235817934,-396041.0181104005,1264216.0416921938,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1161201.4583588606,1.337520000941907,forecast_v2
2024-09-01,EU,1014639.9500269893,-462854.8713211354,1477494.8213481246,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1374480.2380147914,1.3546482552537285,forecast_v2
2024-09-01,OTHER,513249.44042942685,-234132.31826648265,747381.7586959095,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,644367.1753625763,1.2554659091755571,forecast_v2
2024-10-01,APAC,418618.9042779852,-190964.0942750456,609582.9985530308,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,506568.41521969746,1.2100944559429383,forecast_v2
2024-10-01,EU,840691.9345106294,-383503.8795370547,1224195.814047684,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,1121181.2307143507,1.3336409981939406,forecast_v2
2024-10-01,OTHER,584149.6041561901,-266475.30471948546,850624.9088756755,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,747610.3255423422,1.279826811870005,forecast_v2
2024-11-01,APAC,678390.1011037672,-309465.6020035125,987855.7031072797,-69770.83333333331,-18058.33333333333,-9029.166666666666,-6156.25,-103014.58333333331,884841.1197739465,1.304324927993901,forecast_v2
