date,region_id,revenue,cogs,gross profit,payroll,marketing,it,travel,opex,ebitda,ebitda margin,version
2024-01-01,APAC,652444.9366006468,-302094.92534781434,954539.8619484612,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,850740.9036151278,1.3039275130980983,forecast_v3
2024-01-01,EU,768982.9157471654,-356054.3173754078,1125037.2331225732,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1021238.27478924,1.3280376636156814,forecast_v3
2024-01-01,OTHER,542971.7796521428,-251406.68589537087,794378.4655475137,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,690579.5072141804,1.271851564102656,forecast_v3
2024-02-01,APAC,784434.5123045816,-363208.7125537004,1147643.224858282,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1043844.2665249486,1.3306965083143143,forecast_v3
2024-02-01,EU,817937.9195645357,-378721.4535488664,1196659.3731134022,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1092860.414780069,1.336116578825322,forecast_v3
2024-02-01,OTHER,893895.2161911423,-413891.18599186896,1307786.4021830112,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1203987.443849678,1.346899974450952,forecast_v3
2024-03-01,APAC,658562.7918322058,-304927.6134656743,963490.4052978801,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,859691.4469645468,1.3054054338125836,forecast_v3
2024-03-01,EU,712703.3975362881,-329995.7859978665,1042699.1835341547,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,938900.2252008214,1.3173786296606174,forecast_v3
2024-03-01,OTHER,658912.4767390104,-305089.52450197854,964002.001240989,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,860203.0429076557,1.3054890797710221,forecast_v3
2024-04-01,APAC,828559.3265544089,-383639.3753100686,1212198.7018644775,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1108399.7435311442,1.3377433673222423,forecast_v3
2024-04-01,EU,772883.3092353934,-357860.276795972,1130743.5860313654,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1026944.6276980322,1.3287188575905196,forecast_v3
2024-04-01,OTHER,926574.662625056,-429022.4168085222,1355597.079433578,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1251798.1211002448,1.3509954152575316,forecast_v3
2024-05-01,APAC,1232689.1124084454,-570759.4687305045,1803448.5811389498,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1699649.6228056166,1.3788145005067962,forecast_v3
2024-05-01,EU,992034.264139174,-459331.50853929174,1451365.7726784658,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1347566.8143451326,1.3583873693258646,forecast_v3
2024-05-01,OTHER,766555.4548413526,-354930.3549074837,1121485.8097488363,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1017686.8514155031,1.327610213961787,forecast_v3
2024-06-01,APAC,632668.1367317811,-292937.87538873014,925606.0121205111,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,821807.0537871779,1.2989543902628717,forecast_v3
2024-06-01,EU,734053.8889869975,-339881.4863215539,1073935.3753085514,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,970136.4169752181,1.3216147091244446,forecast_v3
2024-06-01,OTHER,857086.0624099197,-396847.81889702857,1253933.8813069481,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1150134.922973615,1.3419129926576012,forecast_v3
2024-07-01,APAC,873526.5208368647,-404460.07670233643,1277986.5975392011,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1174187.639205868,1.3441923183751316,forecast_v3
2024-07-01,EU,662882.7944121037,-306927.86020477256,969810.6546168763,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,866011.696283543,1.306432605558257,forecast_v3
2024-07-01,OTHER,754074.4970823206,-349151.42431737354,1103225.9213996942,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,999426.9630663609,1.3253690012503576,forecast_v3
2024-08-01,APAC,914399.44228059,-423385.0486955623,1337784.4909761522,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1233985.532642819,1.3495038115565274,forecast_v3
2024-08-01,EU,732482.2001926112,-339153.76328720263,1071635.963479814,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,967837.0051464806,1.3213112958812943,forecast_v3
2024-08-01,OTHER,872710.9051963825,-404082.4305099883,1276793.3357063709,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1172994.3773730376,1.3440812649282565,forecast_v3
2024-09-01,APAC,859663.5037427562,-398041.22527257423,1257704.7290153303,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1153905.770681997,1.3422760948419759,forecast_v3
2024-09-01,EU,1004692.4995365287,-465192.5221863936,1469885.0217229223,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1366086.063389589,1.3597056452793004,forecast_v3
2024-09-01,OTHER,508217.5831703148,-235314.80472237398,743532.3878926887,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,639733.4295593554,1.2587786230626474,forecast_v3
2024-10-01,APAC,414514.79737329896,-191928.5593976468,606443.3567709457,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,502644.3984376124,1.2126090591283445,forecast_v3
2024-10-01,EU,832449.8567213094,-385440.7678175449,1217890.6245388542,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1114091.666205521,1.3383288581410624,forecast_v3
2024-10-01,OTHER,578422.647252698,-267821.1395918061,846243.7868445041,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,742444.8285111708,1.2835680484460972,forecast_v3
2024-11-01,APAC,671739.2177596126,-311028.5595893889,982767.7773490015,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,878968.8190156682,1.3084971009243864,forecast_v3
2024-11-01,EU,704267.824884646,-326089.94881911355,1030357.7737037595,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,926558.8153704263,1.3156341701712555,forecast_v3
2024-11-01,OTHER,561279.6263957473,-259883.58146927843,821163.2078650257,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,717364.2495316924,1.2780870991848416,forecast_v3
2024-12-01,APAC,820980.4433482981,-380130.2023087441,1201110.645657042,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,1097311.6873237088,1.3365868775733774,forecast_v3
2024-12-01,EU,550214.7597174926,-254760.32909097566,804975.0888084683,-70302.08333333331,-18195.83333333333,-9097.916666666666,-6203.125,-103798.95833333331,701176.130475135,1.2743680864452882,forecast_v3
